original_tweet,input_text,candidate_summary,reference_summary,reward,relevance,tweet_relevance,context_relevance,factuality,minicheck_support_probability,minicheck_predicted_label,role_coverage,urgency,role,disaster_type,information_type,tweet_id,source_row_id
"Deadly Colorado Floods - http://t.co/ylAu3rPKjG.  #watchmemes,#Weather, #viralvideos http://t.co/AoBzHhzJ9P","Responder Roles: Police
Disaster Type: Floods
Tweet: Deadly Colorado Floods - http://t.co/ylAu3rPKjG.  #watchmemes,#Weather, #viralvideos http://t.co/AoBzHhzJ9P
Secondary Annotations: DCC
Information Type: Infrastructure and utilities",Police should assess threats to public safety and coordinate with DCC in response to the reported Colorado floods.,,0.6753853368759155,0.7895230948925018,0.7658281028270721,0.8448114097118378,0.47620901465415955,0.47620901465415955,0,1.0,0.4,Police,Floods,Infrastructure and utilities,11,13452
Helicopter collecting water for multiple cars on fire at Sydney Olympic ...: http://t.co/0bnRm2cZ89 via @youtube @ChrisBath7,"Responder Roles: Firefighter
Disaster Type: Wildfire
Tweet: Helicopter collecting water for multiple cars on fire at Sydney Olympic ...: http://t.co/0bnRm2cZ89 via @youtube @ChrisBath7
Secondary Annotations: FC
Information Type: Infrastructure and utilities",Firefighters should evaluate water collection for fire suppression and monitor the situation involving multiple burning vehicles.,,0.685367728099227,0.7575763955712318,0.7633702754974365,0.7440573424100876,0.4808639585971832,0.4808639585971832,0,0.5,1.0,Firefighter,Wildfire,Infrastructure and utilities,12,8689
Scientists find fragments of meteor: What was in that meteor that exploded spectacularly over Russia's Urals reg... http://t.co/eBI4MILu,"Responder Roles: Police
Disaster Type: Meteorite
Tweet: Scientists find fragments of meteor: What was in that meteor that exploded spectacularly over Russia's Urals reg... http://t.co/eBI4MILu
Secondary Annotations: DCC
Information Type: Other Useful Information",Police should monitor public response and assess safety concerns regarding the meteor fragments found in Russia's Urals.,,0.49926007598638533,0.7926452219486235,0.8087297677993774,0.7551146149635315,0.48733699321746826,0.48733699321746826,0,0.0,0.5,Police,Meteorite,Other Useful Information,13,21523
"RT @gmanews: NDRRMC: As of 10am—325 dead, 411 injured, 379 missing, 181k persons in evacuation centers. | #PabloPH via @MarkSalazarGMA7","Responder Roles: Police, Firefighter
Disaster Type: Typhoon
Tweet: RT @gmanews: NDRRMC: As of 10am—325 dead, 411 injured, 379 missing, 181k persons in evacuation centers. | #PabloPH via @MarkSalazarGMA7
Secondary Annotations: DCC, USAR
Information Type: Affected individuals","Police should manage crowd control at evacuation centers, while firefighters may need to conduct search and rescue for missing persons.",,0.6079430535187323,0.7215185150504112,0.7271533757448196,0.7083705067634583,0.4883129596710205,0.4883129596710205,0,0.6666666666666666,0.5,Police/Firefighter,Typhoon,Affected individuals,14,6327
"RT @teton30: Walking wounded” from West blast continue to arrive at the Waco hospital, administrator says. #west #westexplosion","Responder Roles: EMS
Disaster Type: Explosion
Tweet: RT @teton30: Walking wounded” from West blast continue to arrive at the Waco hospital, administrator says. #west #westexplosion
Secondary Annotations: MMU
Information Type: Affected individuals",EMS should prioritize triage for the walking wounded arriving at the hospital following the explosion.,,0.7787279942631722,0.7482237458229065,0.7409505248069763,0.7651945948600769,0.4673987329006195,0.4673987329006195,0,1.0,1.0,EMS,Explosion,Affected individuals,15,27633
Shooting in Terminal 3? Hard to get specifics. RT @TOPolk What the hell is going down at #LAX?,"Responder Roles: Police
Disaster Type: Shootings
Tweet: Shooting in Terminal 3? Hard to get specifics. RT @TOPolk What the hell is going down at #LAX?
Secondary Annotations: CPU
Information Type: Sympathy and support",Police should assess threats and gather details on the reported shooting at Terminal 3 for public safety and scene security.,,0.5862550933659076,0.7583581775426864,0.7604122757911682,0.7535652816295624,0.48331892490386963,0.48331892490386963,0,0.0,1.0,Police,Shootings,Sympathy and support,16,14969
RT @Remroum: Saudi man injured in bombing in Boston. Saudi man called a terrorist suspect. Saudi man found to be a witness. #MediaFail,"Responder Roles: EMS
Disaster Type: Bombings
Tweet: RT @Remroum: Saudi man injured in bombing in Boston. Saudi man called a terrorist suspect. Saudi man found to be a witness. #MediaFail
Secondary Annotations: MMU
Information Type: Affected individuals",Assess injuries from the bombing and prepare for potential medical transport of affected individuals.,,0.7668808273971081,0.7079084664583206,0.6757885217666626,0.7828550040721893,0.47645145654678345,0.47645145654678345,0,1.0,1.0,EMS,Bombings,Affected individuals,17,11435
RT @SovernNation: BREAKING: @CBSNews learns #TSA agent shot at #LAX has died; gunman was an off-duty TSA officer.,"Responder Roles: EMS
Disaster Type: Shootings
Tweet: RT @SovernNation: BREAKING: @CBSNews learns #TSA agent shot at #LAX has died; gunman was an off-duty TSA officer.
Secondary Annotations: MMU
Information Type: Affected individuals",Assess potential casualties and medical needs related to the reported shooting incident at LAX.,,0.6683318810164929,0.7680229157209395,0.7679104506969452,0.76828533411026,0.4780954420566559,0.4780954420566559,0,1.0,0.4,EMS,Shootings,Affected individuals,18,15225
Colorado Flooding Forces Evacuations -  Email Newsletters and Alerts The latest #news and analysis delivered to... http://t.co/1tZcK9kkBZ,"Responder Roles: Police, Firefighter
Disaster Type: Floods
Tweet: Colorado Flooding Forces Evacuations -  Email Newsletters and Alerts The latest #news and analysis delivered to... http://t.co/1tZcK9kkBZ
Secondary Annotations: DCC, USAR
Information Type: Affected individuals",Police should assess evacuation routes while firefighters evaluate potential rescue operations due to reported flooding.,,0.7208684463550648,0.7573558047413826,0.7464555352926254,0.7827897667884827,0.48984232544898987,0.48984232544898987,0,0.6666666666666666,1.0,Police/Firefighter,Floods,Affected individuals,19,13057
#News 32 to Hospital After Glasgow Helicopter Crash http://t.co/cmPYOsOx0q,"Responder Roles: Police
Disaster Type: Crash
Tweet: #News 32 to Hospital After Glasgow Helicopter Crash http://t.co/cmPYOsOx0q
Secondary Annotations: DCC
Information Type: Affected individuals",Police should assess traffic control needs and coordinate with DCC in response to the helicopter crash involving 32 individuals.,,0.7629661203920841,0.6977501302957534,0.6509632766246796,0.8069194555282593,0.4750142991542816,0.4750142991542816,0,1.0,1.0,Police,Crash,Affected individuals,20,14182
America is being attack again !  #BostonMarathon #bomblast,"Responder Roles: Police
Disaster Type: Bombings
Tweet: America is being attack again !  #BostonMarathon #bomblast
Secondary Annotations: CPU
Information Type: Other Useful Information",Police should assess potential threats and ensure scene security following reports of bombings during the Boston Marathon.,,0.45216687820851803,0.7124751344323158,0.6963220089673996,0.7501657605171204,0.49120232462882996,0.49120232462882996,0,0.0,0.4,Police,Bombings,Other Useful Information,21,11055
Wow! Scary... “@wral: 500 injured by blasts as meteor falls in Russia http://t.co/KGyy6v5G” #weneedbrucewillis,"Responder Roles: Police, EMS
Disaster Type: Meteorite
Tweet: Wow! Scary... “@wral: 500 injured by blasts as meteor falls in Russia http://t.co/KGyy6v5G” #weneedbrucewillis
Secondary Annotations: DCC, MMU
Information Type: Affected individuals","Police should assess crowd control and potential criminal activity, while EMS prepares for triage and transport of reported injuries.",,0.5961056571329634,0.6057741560041905,0.5490418300032616,0.7381495833396912,0.46967214345932007,0.46967214345932007,0,0.3333333333333333,1.0,Police/EMS,Meteorite,Affected individuals,22,20488
"“@USGSBigQuakes: Strong earthquake,  COSTA RICA, Sep-8 20:29 UTC, http://t.co/Ywrk2EZ1”//se siguen acomodando las placas","Responder Roles: Police
Disaster Type: Earthquake
Tweet: “@USGSBigQuakes: Strong earthquake,  COSTA RICA, Sep-8 20:29 UTC, http://t.co/Ywrk2EZ1”//se siguen acomodando las placas
Secondary Annotations: DCC
Information Type: Other Useful Information",Police should assess potential public safety threats and coordinate response efforts following the reported earthquake in Costa Rica.,,0.4674320471286773,0.7656713068485259,0.7548587322235107,0.7909006476402283,0.47778835892677307,0.47778835892677307,0,0.0,0.4,Police,Earthquake,Other Useful Information,23,2285
Live coverage of the Colorado Springs fires from the Denver Post via http://t.co/leEpgA8m - http://t.co/5hTsLgjd,"Responder Roles: Firefighter
Disaster Type: Wildfire
Tweet: Live coverage of the Colorado Springs fires from the Denver Post via http://t.co/leEpgA8m - http://t.co/5hTsLgjd
Secondary Annotations: FC
Information Type: Other Useful Information",Firefighters should monitor fire spread and containment efforts in Colorado Springs based on live coverage updates.,,0.8120622023940086,0.8199867308139801,0.8525784313678741,0.7439394295215607,0.5002673864364624,0.5002673864364624,1,1.0,1.0,Firefighter,Wildfire,Other Useful Information,24,1113
RT @COEmergency: .@ColoradoDOT: #coflood Incredible road damage on US 36 between Lyons and Estes Park. http://t.co/T8Rl6NPpPW,"Responder Roles: Police
Disaster Type: Floods
Tweet: RT @COEmergency: .@ColoradoDOT: #coflood Incredible road damage on US 36 between Lyons and Estes Park. http://t.co/T8Rl6NPpPW
Secondary Annotations: DCC
Information Type: Infrastructure and utilities",Police should assess reported road damage on US 36 for potential traffic hazards and public safety risks.,,0.47221747055649754,0.7184982985258103,0.7405481934547424,0.6670485436916351,0.48297226428985596,0.48297226428985596,0,0.0,0.5,Police,Floods,Infrastructure and utilities,25,13831
DBJ special report: Colorado's floods http://t.co/TU0OldqvMt #denver,"Responder Roles: Police
Disaster Type: Floods
Tweet: DBJ special report: Colorado's floods http://t.co/TU0OldqvMt #denver
Secondary Annotations: DCC
Information Type: Other Useful Information",Police should monitor flood impacts and assess potential evacuation needs based on the report of Colorado's floods.,,0.4794352366030216,0.804511222243309,0.8083696961402893,0.7955081164836884,0.47142523527145386,0.47142523527145386,0,0.0,0.4,Police,Floods,Other Useful Information,26,13499
RT @Projonmo13: Our heart &amp; prayer goes for the Savar building collapse. #shahbag #saveBangladesh #pray4SAVAR #Bangladesh,"Responder Roles: Firefighter
Disaster Type: Collapse
Tweet: RT @Projonmo13: Our heart &amp; prayer goes for the Savar building collapse. #shahbag #saveBangladesh #pray4SAVAR #Bangladesh
Secondary Annotations: USAR
Information Type: Sympathy and support",Responders should prepare for possible search and rescue operations following the Savar building collapse.,,0.7860666374862194,0.7621803015470504,0.767278403043747,0.750284731388092,0.47721412777900696,0.47721412777900696,0,1.0,1.0,Firefighter,Collapse,Sympathy and support,27,22651
Gunman kills one and injures others at LAX airport in Los Angeles | World news http://t.co/2pA8Ng0ae5,"Responder Roles: EMS
Disaster Type: Shootings
Tweet: Gunman kills one and injures others at LAX airport in Los Angeles | World news http://t.co/2pA8Ng0ae5
Secondary Annotations: MMU
Information Type: Affected individuals",Assess reported injuries and casualties at LAX; prioritize medical response and transport for affected individuals.,,0.6551153276860714,0.7288928121328353,0.7333714663982391,0.7184426188468933,0.48001137375831604,0.48001137375831604,0,1.0,0.4,EMS,Shootings,Affected individuals,28,15685
"RT @Reuters: Bangladesh factory building collapse kills over 70, injures hundreds http://t.co/NAuPvWsV9V","Responder Roles: Firefighter, EMS
Disaster Type: Collapse
Tweet: RT @Reuters: Bangladesh factory building collapse kills over 70, injures hundreds http://t.co/NAuPvWsV9V
Secondary Annotations: USAR, MMU
Information Type: Affected individuals","Firefighters should assess for trapped individuals, while EMS prepares for mass casualty triage and transport of the injured.",,0.4427087850123643,0.6450495228171348,0.5873276740312576,0.7797338366508484,0.46776580810546875,0.46776580810546875,0,0.5,0.0,Firefighter/EMS,Collapse,Affected individuals,29,22701
Hospital patients flee rising floods: Heavy flooding in Australia caused by torrential rains has forced mass eva... http://t.co/4JZioCQR,"Responder Roles: Police, EMS
Disaster Type: Floods
Tweet: Hospital patients flee rising floods: Heavy flooding in Australia caused by torrential rains has forced mass eva... http://t.co/4JZioCQR
Secondary Annotations: DCC, MMU
Information Type: Affected individuals",Police should monitor evacuation routes while EMS prepares for medical emergencies as hospital patients flee rising floods.,,0.4868656712025403,0.7556647792458533,0.7465483397245407,0.7769364714622498,0.4895319938659668,0.4895319938659668,0,0.5,0.0,Police/EMS,Floods,Affected individuals,30,19941
"Flames visible on front side now. http://t.co/v58lkNG1 little tuft of smoke on left hand side. #FlagstaffFire. Oooh, feeling rain!","Responder Roles: Firefighter
Disaster Type: Wildfire
Tweet: Flames visible on front side now. http://t.co/v58lkNG1 little tuft of smoke on left hand side. #FlagstaffFire. Oooh, feeling rain!
Secondary Annotations: FC
Information Type: Other Useful Information","Firefighters should evaluate the situation for fire spread and containment, focusing on visible flames and smoke reported.",,0.7858355047553778,0.756674213707447,0.7469292432069778,0.7794124782085419,0.4839981198310852,0.4839981198310852,0,1.0,1.0,Firefighter,Wildfire,Other Useful Information,31,516
RT @BBCBreaking: Canada police say 20 dead and 30 missing from fuel train explosion in Lac-Megantic http://t.co/HBB9h02C9j,"Responder Roles: Police, EMS
Disaster Type: Derailment
Tweet: RT @BBCBreaking: Canada police say 20 dead and 30 missing from fuel train explosion in Lac-Megantic http://t.co/HBB9h02C9j
Secondary Annotations: CPU, MMU
Information Type: Affected individuals","Police should assess scene security and potential criminal activity, while EMS prepares for triage and patient transport for casualties.",,0.6610749422758817,0.6949668779969215,0.6494856923818588,0.8010896444320679,0.4713461399078369,0.4713461399078369,0,1.0,0.5,Police/EMS,Derailment,Affected individuals,32,16651
Join me in praying for the Waco residents affected by the massive explosion last night.  May your hearts be comforted during this time.,"Responder Roles: Police
Disaster Type: Explosion
Tweet: Join me in praying for the Waco residents affected by the massive explosion last night.  May your hearts be comforted during this time.
Secondary Annotations: DCC
Information Type: Sympathy and support",Police should assess potential threats and ensure scene security for Waco residents affected by the explosion.,,0.7850971648097038,0.7661708235740661,0.7562465071678162,0.7893275618553162,0.4677495062351227,0.4677495062351227,0,1.0,1.0,Police,Explosion,Sympathy and support,33,27551
"Pray for West, Texas","Responder Roles: Police
Disaster Type: Explosion
Tweet: Pray for West, Texas
Secondary Annotations: DCC
Information Type: Sympathy and support","Police should monitor for threats and assess public safety following the explosion in West, Texas.",,0.5554359318315982,0.6697394639253615,0.6270900070667267,0.7692548632621765,0.48410847783088684,0.48410847783088684,0,0.0,1.0,Police,Explosion,Sympathy and support,34,27761
RT @smh: Some more details on the evacuation order issued for #Grafton - #SES says this is a 'flood of record'. #bigwet http://t.co/MR8SBto2,"Responder Roles: Police
Disaster Type: Floods
Tweet: RT @smh: Some more details on the evacuation order issued for #Grafton - #SES says this is a 'flood of record'. #bigwet http://t.co/MR8SBto2
Secondary Annotations: DCC
Information Type: Caution and advice",Police should ensure evacuation compliance and monitor for potential criminal activity amid the reported flood of record in Grafton.,,0.6829628460854291,0.7576667860150337,0.7653207778930664,0.7398074716329575,0.47111788392066956,0.47111788392066956,0,0.5,1.0,Police,Floods,Caution and advice,35,19835
Coming up at 7 with @corriemartin1 - the latest from our reporter @GillianWheelan on the #clutha helicopter crash in Glasgow.,"Responder Roles: Police
Disaster Type: Crash
Tweet: Coming up at 7 with @corriemartin1 - the latest from our reporter @GillianWheelan on the #clutha helicopter crash in Glasgow.
Secondary Annotations: DCC
Information Type: Other Useful Information",Police should monitor the helicopter crash updates for public safety and traffic control implications.,,0.5752672031521797,0.7305901050567627,0.7219240665435791,0.7508108615875244,0.4782426655292511,0.4782426655292511,0,0.0,1.0,Police,Crash,Other Useful Information,36,14145
"RT @YourAnonNews: Canada: Oil train explodes, 60 people missing, 30 buildings destroyed [VIDEO] ─► https://t.co/HUTiIcvsOK","Responder Roles: Police, Firefighter
Disaster Type: Derailment
Tweet: RT @YourAnonNews: Canada: Oil train explodes, 60 people missing, 30 buildings destroyed [VIDEO] ─► https://t.co/HUTiIcvsOK
Secondary Annotations: DCC, USAR
Information Type: Affected individuals","Police should secure the scene and assess for criminal activity, while firefighters prepare for fire spread and structural risks from the derailment.",,0.5231215992569923,0.642895644903183,0.5843355655670166,0.7795358300209045,0.4724324941635132,0.4724324941635132,0,0.5,0.4,Police/Firefighter,Derailment,Affected individuals,37,16089
@orgasmicgomez  Probe seeks cause of NYC train crash that killed 4   @onedirslaytion,"Responder Roles: Police
Disaster Type: Derailment
Tweet: @orgasmicgomez  Probe seeks cause of NYC train crash that killed 4   @onedirslaytion
Secondary Annotations: DCC
Information Type: Infrastructure and utilities",Police should assess potential criminal activity and ensure scene security following the NYC train crash that killed 4.,,0.7811277681589126,0.7474389910697936,0.765296459197998,0.7057715654373169,0.47809648513793945,0.47809648513793945,0,1.0,1.0,Police,Derailment,Infrastructure and utilities,38,18602
"RT @adhieyz: #earthquake M  6.1  KEP. MENTAWAI REGION, INDONESIA: Magnitude  M  6.1Region  KEP. MENTAWAI REGION, INDONESIADat... http:// ...","Responder Roles: Police
Disaster Type: Earthquake
Tweet: RT @adhieyz: #earthquake M  6.1  KEP. MENTAWAI REGION, INDONESIA: Magnitude  M  6.1Region  KEP. MENTAWAI REGION, INDONESIADat... http:// ...
Secondary Annotations: DCC
Information Type: Not labeled",Police should assess potential public safety threats and coordinate emergency response following the reported earthquake.,,0.4424704064428806,0.6838457375764846,0.634322315454483,0.7994003891944885,0.49249759316444397,0.49249759316444397,0,0.0,0.4,Police,Earthquake,Not labeled,39,2472
Small relief that the crash wasn't accompanied by explosion/fire. Hope all got out without serious injury. No real news on that yet #clutha,"Responder Roles: Police
Disaster Type: Crash
Tweet: Small relief that the crash wasn't accompanied by explosion/fire. Hope all got out without serious injury. No real news on that yet #clutha
Secondary Annotations: DCC
Information Type: Sympathy and support",Police should monitor the crash scene for injuries and ensure public safety as more information becomes available.,,0.5693785853683948,0.7095036655664444,0.680176168680191,0.7779344916343689,0.48420920968055725,0.48420920968055725,0,0.0,1.0,Police,Crash,Sympathy and support,40,13918
Colorado wildfire hops road: Firefighters Thursday made progress against a massive wildfire 15 miles west of For... http://t.co/ZGeaE7su,"Responder Roles: Firefighter
Disaster Type: Wildfire
Tweet: Colorado wildfire hops road: Firefighters Thursday made progress against a massive wildfire 15 miles west of For... http://t.co/ZGeaE7su
Secondary Annotations: FC
Information Type: Other Useful Information",Firefighters should evaluate fire spread and containment progress near the road to ensure safety for all involved.,,0.7864944458007812,0.7634626626968383,0.7672319710254669,0.7546676099300385,0.47713005542755127,0.47713005542755127,0,1.0,1.0,Firefighter,Wildfire,Other Useful Information,41,203
RT @mayskich: Какой суровый челябинский романтик пообещал своей любимой 14 февраля звезду с неба? #RussianMeteor #Chelyabinsk #Meteor #м ...,"Responder Roles: EMS
Disaster Type: Meteorite
Tweet: RT @mayskich: Какой суровый челябинский романтик пообещал своей любимой 14 февраля звезду с неба? #RussianMeteor #Chelyabinsk #Meteor #м ...
Secondary Annotations: MMU
Information Type: Not applicable",Monitor for potential injuries or medical needs related to meteorite impacts.,,0.6488916936516762,0.7157002389431,0.6932036578655243,0.7681922614574432,0.47358644008636475,0.47358644008636475,0,1.0,0.4,EMS,Meteorite,Not applicable,42,20404
@55Bentley The Waldo fire is less than 5 Miles from Air Force Academy. Colorado is burning up. All I smell is smoke.,"Responder Roles: Firefighter
Disaster Type: Wildfire
Tweet: @55Bentley The Waldo fire is less than 5 Miles from Air Force Academy. Colorado is burning up. All I smell is smoke.
Secondary Annotations: FC
Information Type: Affected individuals",Firefighters should evaluate the wildfire's proximity to the Air Force Academy and focus on containment due to smoke reports.,,0.7917127016186714,0.7808323383331298,0.780946671962738,0.7805655598640442,0.47368553280830383,0.47368553280830383,0,1.0,1.0,Firefighter,Wildfire,Affected individuals,43,498
Wtf a helicopter has crashed in a pub in Glasgow? ????? The Clutha or suhin at the clyde side,"Responder Roles: Police, Firefighter
Disaster Type: Crash
Tweet: Wtf a helicopter has crashed in a pub in Glasgow? ????? The Clutha or suhin at the clyde side
Secondary Annotations: DCC, USAR
Information Type: Infrastructure and utilities","Police should manage crowd control and secure the site, while firefighters assess fire hazards and structural safety after the helicopter crash.",,0.6470756295695901,0.6474570386111735,0.6061305031180382,0.7438856214284897,0.4818626642227173,0.4818626642227173,0,0.5,1.0,Police/Firefighter,Crash,Infrastructure and utilities,44,13869
#RussianMeteor http://t.co/QjbZB2nI WTF!!! Is legitimate?,"Responder Roles: Police
Disaster Type: Meteorite
Tweet: #RussianMeteor http://t.co/QjbZB2nI WTF!!! Is legitimate?
Secondary Annotations: DCC
Information Type: Not labeled",Police should assess public safety concerns and monitor for crowd control issues related to the reported meteorite event.,,0.4336381681263447,0.6158978790044785,0.5460968315601349,0.7787669897079468,0.4722956418991089,0.4722956418991089,0,0.0,0.5,Police,Meteorite,Not labeled,45,20406
"7.2 quake hits central Philippines, killing 4 - http://t.co/sx1fmLwhGb","Responder Roles: Police, Firefighter, EMS
Disaster Type: Earthquake
Tweet: 7.2 quake hits central Philippines, killing 4 - http://t.co/sx1fmLwhGb
Secondary Annotations: DCC, USAR, MMU
Information Type: Affected individuals","Police should secure the scene, firefighters may need to conduct rescues, and EMS should prepare for casualties from the earthquake.",,0.44171035736799236,0.6869029223918914,0.6351911127567291,0.8075638115406036,0.48517733812332153,0.48517733812332153,0,0.0,0.4,Police/Firefighter/EMS,Earthquake,Affected individuals,46,9929
RT @LucyJWhyte: Helicopter removed from #Clutha bar http://t.co/uulmU9jR9D,"Responder Roles: Police
Disaster Type: Crash
Tweet: RT @LucyJWhyte: Helicopter removed from #Clutha bar http://t.co/uulmU9jR9D
Secondary Annotations: DCC
Information Type: Other Useful Information",Police should monitor the scene for public safety and assess potential crowd control needs after the helicopter's removal.,,0.3547362081706524,0.6702821999788284,0.6623556911945343,0.6887773871421814,0.48054975271224976,0.48054975271224976,0,0.0,0.0,Police,Crash,Other Useful Information,47,14635
Historical Loboc Church after the Earthquake. :(( http://t.co/MNbmjIFl0b #PrayForBohol #PrayForCebu,"Responder Roles: Firefighter
Disaster Type: Earthquake
Tweet: Historical Loboc Church after the Earthquake. :(( http://t.co/MNbmjIFl0b #PrayForBohol #PrayForCebu
Secondary Annotations: USAR
Information Type: Infrastructure and utilities",Firefighters should evaluate Loboc Church for structural risks and search for any trapped individuals following the earthquake.,,0.6666498386859894,0.768975293636322,0.7822741866111755,0.7379445433616638,0.4700339436531067,0.4700339436531067,0,1.0,0.4,Firefighter,Earthquake,Infrastructure and utilities,48,9980
