selection,selected_score,tweet_id,source_row_id,role,disaster_type,information_type,prediction_text,target_text,reward,relevance,factuality,role_coverage,urgency,roles_scored,unsupported_terms,urgency_source_terms,urgency_candidate_terms
highest_reward,0.849798886179924,175,22817,Firefighter,Collapse,Affected individuals,Firefighters should assess potential casualties and coordinate with USAR for the reported building collapse in Bangladesh.,Firefighters should assess for further collapses and begin search and rescue for potentially trapped individuals in the building collapse.,0.849798886179924,0.8708539605140686,0.58,1.0,1.0,Firefighter,"casualties, coordinate, firefighters, potential, reported, should",collapse,"casualties, collapse"
highest_reward,0.8298234616716703,3152,9601,Police,Wildfire,Caution and advice,Police should assess potential public safety threats and coordinate response efforts following the reported wildfire threat to the Blue Mountains.,Police should assess ongoing public safety measures and monitor for potential threats in the Blue Mountains area following the wildfire situation.,0.8298234616716703,0.8471146523952484,0.5333333333333333,1.0,1.0,Police,"coordinate, efforts, following, potential, public, reported, response, safety, should, threats",threat,"threat, threats"
highest_reward,0.8242488709092141,1398,12846,Firefighter/EMS,Fire,Affected individuals,"Firefighters should assess crowd control and safety concerns following the nightclub fire that killed 238, while EMS prepares for emergency response.","Firefighters should assess fire spread risks, while EMS prepares for potential medical emergencies at public events.",0.8242488709092141,0.7978539168834686,0.58,1.0,1.0,Firefighter/EMS,"concerns, control, crowd, emergency, firefighters, following, prepares, response, should",killed,"emergency, killed"
highest_reward,0.823652665813764,2843,9690,Police,Wildfire,Other Useful Information,Police should assess public safety threats and coordinate response efforts following the wildfire threat in Australia.,Police should monitor military involvement and assess potential public safety threats as the wildfire situation evolves.,0.823652665813764,0.8294838070869446,0.5333333333333333,1.0,1.0,Police,"coordinate, efforts, following, public, response, safety, should, threats",threat,"threat, threats"
highest_reward,0.818064707517624,3270,22725,Firefighter/EMS,Collapse,Affected individuals,"Firefighters should assess crowd control needs, while EMS prepares for medical needs following the garment factory collapse in Bangladesh.","Firefighters should assess for trapped individuals, while EMS prepares for casualties and coordinates medical support.",0.818064707517624,0.801613450050354,0.55,1.0,1.0,Firefighter/EMS,"control, crowd, firefighters, following, medical, needs, prepares, should",collapse,collapse
highest_reward,0.8093668901920319,2500,23597,Firefighter,Collapse,Donations and volunteering,Firefighters should assess crowd control and rescue efforts following the building collapse in Bangladesh.,Firefighters should evaluate structural safety while continuing rescue efforts for survivors from the building collapse.,0.8093668901920319,0.8053339719772339,0.51,1.0,1.0,Firefighter,"control, crowd, efforts, firefighters, following, rescue, should",collapse,collapse
lowest_relevance,0.6741079539060593,1543,23692,Police,Collapse,Not labeled,Police should assess crowd control needs and coordinate with DCC for potential criminal activity.,Police should monitor for potential unrest and crowd control needs surrounding the verdict announcement in Bangladesh.,0.5459377838671207,0.6741079539060593,0.43999999999999995,0.5,0.5,Police,"activity, control, coordinate, criminal, crowd, needs, potential, should",,
lowest_relevance,0.6745069622993469,1774,23058,Police,Collapse,Not labeled,Police should assess crowd control needs and ensure scene security following the reported moratorium.,Police should assess potential threats to minorities and journalists in light of reported concerns about attacks.,0.5428956186229532,0.6745069622993469,0.42727272727272725,0.5,0.5,Police,"control, crowd, ensure, following, needs, reported, scene, security, should",,
lowest_relevance,0.6823244988918304,2347,7833,Police,Floods,Infrastructure and utilities,Police should assess crowd control needs and ensure pedestrian safety following the Calf Robe Bridge CLOSED.,Police should monitor traffic around the closed Calf Robe Bridge to ensure safe detours during the flood situation.,0.5811212669198329,0.6823244988918304,0.5692307692307692,0.5,0.5,Police,"control, crowd, ensure, following, needs, pedestrian, safety, should",,
lowest_relevance,0.6839219629764557,942,26468,Police,Typhoon,Donations and volunteering,Police should assess crowd control needs and coordinate with DCC for public safety in affected areas.,Police should assess potential unrest from starvation reports and investigate the distribution of donations in affected areas.,0.5780090506781231,0.6839219629764557,0.5545454545454546,0.5,0.5,Police,"control, coordinate, crowd, needs, public, safety, should",,
lowest_relevance,0.6947573572397232,2870,7860,Police/EMS,Floods,Infrastructure and utilities,"Police should assess crowd control and public safety, while EMS prepares for public safety concerns.","Police should manage evacuation routes and crowd control, while EMS prepares for medical needs in the affected downtown areas.",0.5499832568520849,0.6947573572397232,0.42727272727272725,0.5,0.5,Police/EMS,"concerns, control, crowd, prepares, public, safety, should",,
lowest_relevance,0.6984546184539795,3405,19684,Police,Floods,Donations and volunteering,Police should assess public safety threats and coordinate with DCC for public safety.,Police should monitor helicopter availability for potential rescues and assess public safety in flood-affected areas.,0.5383480053477817,0.6984546184539795,0.4555555555555555,0.5,0.4,Police,"coordinate, public, safety, should, threats",,threats
lowest_relevance,0.699173703789711,1744,12972,Police,Floods,Donations and volunteering,Police should assess public safety threats and coordinate with DCC for public information.,Police should monitor the public info center for community safety concerns and needs during the flood.,0.596933018548621,0.699173703789711,0.6888888888888889,0.5,0.4,Police,"coordinate, safety, should, threats",,threats
lowest_relevance,0.6993414759635925,2693,20664,Police/EMS,Meteorite,Other Useful Information,"Police should assess crowd control needs, while EMS prepares for public safety concerns.","Police should assess crowd control and threats, while EMS prepares for potential mass casualties and coordinates medical response.",0.5547695165872574,0.6993414759635925,0.43999999999999995,0.5,0.5,Police/EMS,"concerns, control, crowd, needs, prepares, public, safety, should",,
lowest_relevance,0.6997705698013306,660,15820,Police,Shootings,Affected individuals,Police should assess crowd control needs and ensure scene security following the reported shooting spree.,Police should evaluate threats to TSA staff and the public following the reported shooting spree at LAX.,0.6636696994304657,0.6997705698013306,0.475,0.5,1.0,Police,"control, crowd, ensure, following, needs, reported, scene, security, should",shooting,shooting
lowest_relevance,0.7034891098737717,723,20490,Police/EMS,Meteorite,Affected individuals,"Police should assess crowd control needs, while EMS prepares for public safety threats.","Police should assess crowd control and potential crime, while EMS prepares for triage and medical support for reported injuries.",0.55622118845582,0.7034891098737717,0.43999999999999995,0.5,0.5,Police/EMS,"control, crowd, needs, prepares, public, safety, should, threats",,
highest_relevance,0.8855989575386047,1056,26966,EMS,Explosion,Affected individuals,EMS should assess potential injuries from the explosion at the fertilizer plant in Texas.,EMS should assess injuries and coordinate triage and transport for individuals affected by the explosion at the Texas fertilizer plant.,0.9162096351385116,0.8855989575386047,0.825,1.0,1.0,EMS,"potential, should","injuries, explosion","injuries, explosion"
highest_relevance,0.8786184191703796,166,270,Firefighter,Wildfire,Infrastructure and utilities,"Firefighters should assess potential threats from the Colorado wildfire, while firefighters prepare for a new round of ni...","Firefighters should assess fire spread risk and prioritize containment due to hot, windy conditions affecting over 58,000 acres.",0.5597386689318551,0.8786184191703796,0.6888888888888889,0.0,0.4,Firefighter,"new, potential, should, threats",,threats
highest_relevance,0.8757525086402893,2103,11875,EMS,Fire,Affected individuals,"EMS should assess casualties and coordinate response efforts following the nightclub fire in SAO PAULO, Brazil.",EMS should prioritize medical response and assess casualties from the reported nightclub fire with at least 90 fatalities.,0.6690133780241012,0.8757525086402893,0.65,1.0,0.0,EMS,"casualties, coordinate, efforts, following, response, should",killed,casualties
highest_relevance,0.8720642924308777,3083,24207,Firefighter,Haze,Caution and advice,Firefighters should assess potential hazards and assess potential threats from the haze in singapore.,Firefighters should assess hazardous material exposure risks from the thick haze reported in Singapore.,0.7039725023508072,0.8720642924308777,0.475,1.0,0.4,Firefighter,"firefighters, hazards, potential, should, threats",,threats
highest_relevance,0.8708539605140686,175,22817,Firefighter,Collapse,Affected individuals,Firefighters should assess potential casualties and coordinate with USAR for the reported building collapse in Bangladesh.,Firefighters should assess for further collapses and begin search and rescue for potentially trapped individuals in the building collapse.,0.849798886179924,0.8708539605140686,0.58,1.0,1.0,Firefighter,"casualties, coordinate, firefighters, potential, reported, should",collapse,"casualties, collapse"
highest_relevance,0.8699463605880737,3696,27430,EMS,Explosion,Affected individuals,EMS should assess potential casualties and coordinate with MMU for emergency response efforts following the explosion at Texas fertiliser factory.,EMS should prioritize medical response for the approximately 100 injured from the explosion at the Texas fertilizer factory.,0.6544812262058258,0.8699463605880737,0.6,1.0,0.0,EMS,"casualties, coordinate, efforts, emergency, following, potential, response, should","injured, dead","emergency, casualties, explosion"
highest_relevance,0.8687248229980469,3184,8678,Firefighter,Wildfire,Other Useful Information,Firefighters should assess fire hazards and assess potential threats from the wildfire in NSW due to heat and thunderstorms.,"Firefighters should assess fire spread risk due to extreme heat and thunderstorms, preparing for potential bushfire incidents.",0.7385991425947709,0.8687248229980469,0.6181818181818182,1.0,0.4,Firefighter,"due, firefighters, hazards, potential, should, threats",,threats
highest_relevance,0.8670192956924438,543,27338,EMS,Explosion,Affected individuals,"EMS should assess potential casualties and coordinate with MMU for potential casualties following the explosion in Waco, Texas.","In Waco, Texas, assess injuries and casualties from the explosion, focusing on triage and transport of the injured.",0.651373420159022,0.8670192956924438,0.5916666666666667,1.0,0.0,EMS,"casualties, coordinate, following, potential, should",dead,"casualties, explosion"
highest_relevance,0.8665061295032501,2738,27243,EMS,Explosion,Affected individuals,"EMS should assess potential medical needs and coordinate response efforts following the explosion in West, TX.","Assess casualties and prioritize medical response for reported victims from the explosion in West, TX.",0.7260044180534102,0.8665061295032501,0.49090909090909085,0.5,1.0,EMS,"coordinate, efforts, following, medical, needs, potential, response, should",explosion,explosion
highest_relevance,0.86515873670578,636,1195,Firefighter,Wildfire,Other Useful Information,Firefighters should assess fire containment needs and assess potential threats from the Waldo Canyon fire near Colorado Springs.,Firefighters should evaluate the 98% containment of the Waldo Canyon fire and monitor for potential flare-ups.,0.7654978655393307,0.86515873670578,0.7307692307692308,1.0,0.4,Firefighter,"firefighters, needs, potential, should, threats",,threats
lowest_factuality,0.3,3690,24057,Firefighter,Haze,Caution and advice,Firefighters should assess hazardous material exposure risks and prepare for hazardous material exposure.,"Firefighters should monitor air quality and advise on hazardous material exposure risks, especially for vulnerable groups like children and the elderly.",0.42283024966716765,0.7652292847633362,0.3,0.0,0.4,Firefighter,"exposure, firefighters, hazardous, material, risks, should",,hazardous
lowest_factuality,0.3,3299,485,Firefighter,Wildfire,Other Useful Information,Firefighters should evaluate firefighters' safety and coordinate with FC for potential firefighters.,"Firefighters should assess fire spread and containment needs in Boulder, prioritizing response to potential hazards.",0.46157328337430953,0.8187808096408844,0.3,0.0,0.5,Firefighter,"coordinate, evaluate, firefighters, firefighters', potential, safety, should",,
lowest_factuality,0.3,1477,1116,Firefighter,Wildfire,Other Useful Information,Firefighters should assess fire spread and coordinate with FC for potential firefighters.,Firefighters should evaluate containment strategies and monitor fire spread for the new wildfire above Alpine.,0.6452426868677139,0.8292648196220398,0.3,1.0,0.4,Firefighter,"coordinate, fire, firefighters, potential, should, spread",,fire spread
lowest_factuality,0.3,3480,717,Firefighter,Wildfire,Sympathy and support,Firefighters should assess crowd control needs and coordinate with FC for possible rescues.,Firefighters should monitor for fire spread and assess community needs for support in Colorado.,0.5480096489191055,0.7800275683403015,0.3,0.5,0.5,Firefighter,"control, coordinate, crowd, firefighters, needs, possible, rescues, should",,
lowest_factuality,0.3,1980,8813,Firefighter,Wildfire,Caution and advice,Firefighters should assess fire risk and prepare for potential evacuations from the wildfires.,Firefighters should monitor wildfire spread and provide community safety guidance based on available information.,0.6330511528253555,0.7944318652153015,0.3,1.0,0.4,Firefighter,"evacuations, fire, firefighters, potential, risk, should, wildfires",,evacuations
lowest_factuality,0.3,473,17585,Firefighter,Floods,Not labeled,Firefighters should assess firefighters' safety risks and coordinate with FC in response to the flooding.,"Firefighters should assess fire spread and structural risks in Baclaran, focusing on rescue efforts amid flooding.",0.4651205003261566,0.8289157152175903,0.3,0.0,0.5,Firefighter,"coordinate, firefighters, firefighters', flooding, response, risks, safety, should",,
lowest_factuality,0.3583333333333333,1712,13921,Police/Firefighter,Crash,Infrastructure and utilities,"Police should assess crowd control needs and ensure scene security, while firefighters prepare for public safety threats.","Police should ensure scene security and crowd control, while firefighters assess structural integrity and fire hazards from the helicopter crash.",0.5406139036019643,0.7172302007675171,0.3583333333333333,0.5,0.5,Police/Firefighter,"control, crowd, ensure, firefighters, needs, public, safety, scene, security, should, threats",,
lowest_factuality,0.3583333333333333,2987,14410,Police/Firefighter,Crash,Infrastructure and utilities,"Police should assess crowd control needs and ensure scene security, while firefighters prepare for public safety threats.","Police should assess crowd safety and potential criminal activity, while firefighters prepare for fire hazards and search for trapped individuals.",0.5517144945760568,0.7489461749792099,0.3583333333333333,0.5,0.5,Police/Firefighter,"control, crowd, ensure, firefighters, needs, public, safety, scene, security, should, threats",,
lowest_factuality,0.36363636363636365,133,14063,Police/Firefighter,Crash,Infrastructure and utilities,"Police should monitor for crowd control and public safety, while firefighters prepare for potential public safety threats.",Police should secure the crash site while firefighters assess structural integrity and conduct search and rescue operations.,0.539362781020728,0.7098676860332489,0.36363636363636365,0.5,0.5,Police/Firefighter,"control, crowd, firefighters, potential, public, safety, should, threats",,
lowest_factuality,0.37,311,24121,Firefighter,Haze,Other Useful Information,Firefighters should assess potential hazardous material exposure risks and assess potential hazards from the Haze.,Firefighters should assess hazardous material exposure risks from haze and monitor for structural dangers related to air quality.,0.45795069843530656,0.8155734241008759,0.37,0.0,0.4,Firefighter,"exposure, firefighters, hazardous, hazards, material, potential, risks, should",,hazardous
highest_factuality,1.0,2237,13313,EMS,Floods,Donations and volunteering,Food and volunteers needed at the Weld Food Bank.,EMS should evaluate medical needs related to flood impacts and support volunteer coordination at food banks.,0.7193489760160445,0.7695685029029846,1.0,0.5,0.5,EMS,,,
highest_factuality,0.93,3261,28,Firefighter,Wildfire,Other Useful Information,"Firefighters should assess wildfires in Colorado and New Mexico, while battling wildfires that are forcing evacuations.",Firefighters should evaluate fire spread risks and structural safety while coordinating rescues in evacuation areas.,0.7250620824098587,0.8358916640281677,0.93,0.5,0.5,Firefighter,should,,
highest_factuality,0.9222222222222222,3515,20382,EMS,Meteorite,Affected individuals,Meteorite fragments slam into Russia; more than 400 people were injured.,Assess reported injuries and prioritize triage and patient transport for those affected by the meteorite incident.,0.7043592188093397,0.7822961807250977,0.9222222222222222,0.5,0.5,EMS,injured,,
highest_factuality,0.9125,2567,15055,EMS,Shootings,Infrastructure and utilities,Evacuation of Los Angeles International Airport after shots fired.,Responders should assess potential injuries from the shooting incident at LAX and prepare for triage and transport needs.,0.6825449991226196,0.7840571403503418,0.9125,0.5,0.4,EMS,evacuation,,evacuation
highest_factuality,0.8923076923076924,1075,8693,Firefighter,Wildfire,Infrastructure and utilities,Firefighters should assess car fuel tanks after a grassfire spread to the carpark of Sydney's Olympic Aquatic Centre.,Fire crews should evaluate fire spread risks to the carpark and ensure effective containment measures are in place.,0.7993587284133985,0.7893765866756439,0.8923076923076924,1.0,0.5,Firefighter,"firefighters, should",,
highest_factuality,0.86,3284,20306,EMS,Meteorite,Affected individuals,Meteorite reported over 250 people in central Russia - official secondary annotations.,Assess reported injuries from the meteor shower and prepare for potential medical response and patient transport.,0.4900115826725959,0.7857473790645599,0.86,0.0,0.0,EMS,"people, reported",injured,
highest_factuality,0.85,3810,7052,Firefighter,Explosion,Infrastructure and utilities,Firefighters should assess fire burns at the refinery after two tanks are still on fire at the Amuay refinery in northern Venezuela.,Firefighters should focus on containing the fire at the Amuay refinery and preventing further spread.,0.8070757925510406,0.8416451215744019,0.85,1.0,0.5,Firefighter,"burns, firefighters, should",,
highest_factuality,0.825,1056,26966,EMS,Explosion,Affected individuals,EMS should assess potential injuries from the explosion at the fertilizer plant in Texas.,EMS should assess injuries and coordinate triage and transport for individuals affected by the explosion at the Texas fertilizer plant.,0.9162096351385116,0.8855989575386047,0.825,1.0,1.0,EMS,"potential, should","injuries, explosion","injuries, explosion"
highest_factuality,0.825,3521,9459,Firefighter,Wildfire,Infrastructure and utilities,Firefighters should assess fire risk and prepare for the biggest fire test in NSW.,Firefighters should evaluate fire containment strategies in the Blue Mountains following school closures amid significant wildfire threats.,0.798700201511383,0.8355720043182373,0.825,1.0,0.5,Firefighter,"risk, should",,
highest_factuality,0.8133333333333334,3419,13539,Police,Floods,Caution and advice,Police should assess public safety threats and coordinate with DCC for public information hours as the situation transitions to long term recovery.,Police should monitor public inquiries and provide guidance as the situation transitions to long-term recovery.,0.6659747531016668,0.8075469136238098,0.8133333333333334,0.5,0.4,Police,"coordinate, safety, should, threats",,threats
lowest_role_coverage,0.0,2969,7930,Police,Floods,Donations and volunteering,Police should assess crowd control needs and coordinate with DCC for public safety following the floods.,"Coordinate evacuation efforts for 125 people, ensuring safety and resource support through DCC.",0.4066811390898444,0.8112967610359192,0.49090909090909085,0.0,0.0,Police,"control, coordinate, crowd, following, needs, public, safety, should",evacuate,
lowest_role_coverage,0.0,166,270,Firefighter,Wildfire,Infrastructure and utilities,"Firefighters should assess potential threats from the Colorado wildfire, while firefighters prepare for a new round of ni...","Firefighters should assess fire spread risk and prioritize containment due to hot, windy conditions affecting over 58,000 acres.",0.5597386689318551,0.8786184191703796,0.6888888888888889,0.0,0.4,Firefighter,"new, potential, should, threats",,threats
lowest_role_coverage,0.0,3690,24057,Firefighter,Haze,Caution and advice,Firefighters should assess hazardous material exposure risks and prepare for hazardous material exposure.,"Firefighters should monitor air quality and advise on hazardous material exposure risks, especially for vulnerable groups like children and the elderly.",0.42283024966716765,0.7652292847633362,0.3,0.0,0.4,Firefighter,"exposure, firefighters, hazardous, material, risks, should",,hazardous
lowest_role_coverage,0.0,3284,20306,EMS,Meteorite,Affected individuals,Meteorite reported over 250 people in central Russia - official secondary annotations.,Assess reported injuries from the meteor shower and prepare for potential medical response and patient transport.,0.4900115826725959,0.7857473790645599,0.86,0.0,0.0,EMS,"people, reported",injured,
lowest_role_coverage,0.0,2317,143,Firefighter,Wildfire,Affected individuals,Firefighters should evaluate firefighters' safety and coordinate with FC for the affected individuals.,Firefighters should evaluate containment strategies as the wildfire expands and consider support for displaced individuals.,0.5058893740177155,0.820398211479187,0.475,0.0,0.5,Firefighter,"coordinate, evaluate, firefighters, firefighters', safety, should",,
lowest_role_coverage,0.0,515,24873,Firefighter,Haze,Caution and advice,Firefighters should assess hazardous material exposure risks and assess potential threats from the Haze.,Firefighters should assess potential hazardous material exposure from haze and monitor air quality for public safety.,0.46066847291257645,0.8177829384803772,0.37777777777777777,0.0,0.4,Firefighter,"exposure, firefighters, hazardous, material, potential, risks, should, threats",,"threats, hazardous"
lowest_role_coverage,0.0,2381,27681,Police/EMS,Explosion,Sympathy and support,"Police should assess crowd control needs, while EMS prepares for crowd control and medical support.","Police should assess threats from bomb reports, while EMS prepares for potential medical needs related to violence.",0.37121326185085557,0.7099599689245224,0.49090909090909085,0.0,0.0,Police/EMS,"control, crowd, medical, needs, prepares, should",killed,
lowest_role_coverage,0.0,497,12103,EMS,Fire,Affected individuals,EMS should assess potential medical needs and coordinate with MMU for emergency response.,Assess potential casualties and prioritize medical response for victims of the nightclub fire.,0.38447289400630524,0.7730971574783325,0.4555555555555555,0.0,0.0,EMS,"coordinate, emergency, medical, needs, potential, response, should",dead,emergency
lowest_role_coverage,0.0,2840,1897,Police/EMS,Earthquake,Affected individuals,"Police should assess crowd control needs, while EMS prepares for potential medical needs due to the earthquake.","Police should monitor for crowd control and crime, while EMS prepares for medical emergencies and coordinates patient transport.",0.38688935637474053,0.7661124467849731,0.475,0.0,0.0,Police/EMS,"control, crowd, due, medical, needs, potential, prepares, should",dead,
lowest_role_coverage,0.0,2028,24122,Firefighter,Haze,Caution and advice,Firefighters should assess potential threats and assess potential threats from the Haze.,Firefighters should evaluate hazardous material risks related to haze and its potential health implications for the community.,0.4646606165170669,0.8133160471916199,0.4,0.0,0.4,Firefighter,"firefighters, potential, should, threats",,threats
highest_role_coverage,1.0,2159,19534,Police,Floods,Infrastructure and utilities,Police should assess crowd control needs and coordinate with TEU for potential public safety threats following the closure of Stradbroke Island.,Police should evaluate traffic control measures as ferry access to Stradbroke Island remains suspended due to flooding.,0.6679859296480815,0.7609121799468994,0.4866666666666667,1.0,0.4,Police,"closure, control, coordinate, crowd, following, needs, potential, public, safety, should, threats",,threats
highest_role_coverage,1.0,3645,27125,EMS,Explosion,Affected individuals,EMS should assess potential medical needs and coordinate with MMU for potential injuries following the fertilizer plant explosion.,EMS should assess urgent medical needs for over 200 injuries reported after the explosion and coordinate patient transport.,0.6377936567251499,0.8442456126213074,0.5692307692307692,1.0,0.0,EMS,"coordinate, following, injuries, medical, needs, potential, should","injured, dead",injuries
highest_role_coverage,1.0,2957,6233,EMS,Typhoon,Affected individuals,"As the death toll rises, EMS should assess potential medical needs and coordinate response efforts following the Typhoon Bopha.",EMS should assess potential casualties and prioritize medical response for affected individuals due to Typhoon Bopha.,0.7458890110254288,0.8453971743583679,0.6,1.0,0.5,EMS,"coordinate, efforts, following, medical, needs, potential, response, should",,
highest_role_coverage,1.0,2103,11875,EMS,Fire,Affected individuals,"EMS should assess casualties and coordinate response efforts following the nightclub fire in SAO PAULO, Brazil.",EMS should prioritize medical response and assess casualties from the reported nightclub fire with at least 90 fatalities.,0.6690133780241012,0.8757525086402893,0.65,1.0,0.0,EMS,"casualties, coordinate, efforts, following, response, should",killed,casualties
highest_role_coverage,1.0,1672,15204,EMS,Shootings,Affected individuals,EMS should assess medical needs and coordinate with MMU for reported injuries following the airport shooting.,Injuries reported at LAX shooting; EMS should prioritize triage and transport of affected individuals.,0.652998025579886,0.852721631526947,0.6181818181818182,1.0,0.0,EMS,"coordinate, following, injuries, medical, needs, should","injured, shooting",injuries
highest_role_coverage,1.0,3810,7052,Firefighter,Explosion,Infrastructure and utilities,Firefighters should assess fire burns at the refinery after two tanks are still on fire at the Amuay refinery in northern Venezuela.,Firefighters should focus on containing the fire at the Amuay refinery and preventing further spread.,0.8070757925510406,0.8416451215744019,0.85,1.0,0.5,Firefighter,"burns, firefighters, should",,
highest_role_coverage,1.0,3723,24385,Firefighter,Haze,Caution and advice,Firefighters should assess hazardous material exposure and assess potential hazards from the Haze.,Firefighters should assess potential hazardous material exposure and monitor air quality conditions related to haze.,0.808642441034317,0.8282641172409058,0.475,1.0,1.0,Firefighter,"exposure, firefighters, hazards, material, potential, should",hazardous,hazardous
highest_role_coverage,1.0,2966,8875,Police/EMS,Wildfire,Caution and advice,"Police should assess crowd control needs, while EMS prepares for possible evacuations in Picton.","Police should monitor the evacuation center for safety, while EMS prepares for medical needs there.",0.6050773644447327,0.7930781841278076,0.51,1.0,0.0,Police/EMS,"control, crowd, evacuations, needs, possible, prepares, should",evacuation,evacuations
